EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionStatus,AttritionProbability,RiskCategory,ReasonCodes
EMP-0825,42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,Stayed,0.840553728774615,High,Low environment satisfaction; Long distance from home; No stock options; Income below workforce median
EMP-0826,29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Stayed,0.42920367504824086,Medium,Works overtime; Low environment satisfaction; Low work-life balance
EMP-0827,38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,Stayed,0.1530967900027634,Low,Long period since promotion; Income below workforce median
EMP-0828,28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,Stayed,0.6442526104878619,High,Works overtime; Frequent business travel; Income below workforce median
EMP-0829,18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,Left,0.7472010389593446,High,No stock options; Income below workforce median
EMP-0830,33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Left,0.9221202754897689,High,Works overtime; Low job satisfaction; Low environment satisfaction; No stock options
EMP-0831,41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Stayed,0.8634627387211882,High,Works overtime; Low environment satisfaction; Income below workforce median
EMP-0832,31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,Left,0.6295818052291046,High,Low work-life balance; Frequent business travel; Long distance from home; Income below workforce median
EMP-0833,37,0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,Stayed,0.2206995091412035,Low,Long distance from home
EMP-0834,27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,Stayed,0.20224904147048714,Low,Income below workforce median
EMP-0835,34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,Stayed,0.4151667062863994,Medium,Low environment satisfaction; Low work-life balance; No stock options
EMP-0836,35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,Stayed,0.3656161377636526,Medium,Low work-life balance; No stock options; Income below workforce median
EMP-0837,29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,Left,0.6298038613390277,High,Low job satisfaction; Low work-life balance; Long distance from home
EMP-0838,40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,Stayed,0.09572151720734083,Low,Low environment satisfaction; Low work-life balance; Frequent business travel; No stock options
EMP-0839,42,1,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,Left,0.9413314060774316,High,Works overtime; Low job satisfaction; Low work-life balance; Long period since promotion
EMP-0840,42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,Stayed,0.5154080982806158,Medium,Low job satisfaction; Low environment satisfaction; No stock options
EMP-0841,35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,Stayed,0.30196367162208815,Medium,Income below workforce median
EMP-0842,24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,Stayed,0.7741575239854647,High,Low job satisfaction; Long distance from home; No stock options; Income below workforce median
EMP-0843,28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,Left,0.8363176352873675,High,Works overtime; Low work-life balance; No stock options; Income below workforce median
EMP-0844,26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,Stayed,0.08233028501651943,Low,Low environment satisfaction; Income below workforce median
EMP-0845,30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,Stayed,0.2652210443249135,Low,No prominent rule-based indicators
EMP-0846,40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,Stayed,0.7270079804652353,High,Works overtime; Low work-life balance; Frequent business travel; Long distance from home
EMP-0847,35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,Stayed,0.09955186960069012,Low,Low job satisfaction; Long period since promotion
EMP-0848,34,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,Stayed,0.09218587888491403,Low,Low job satisfaction; Long period since promotion; Frequent business travel; No stock options
EMP-0849,35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,Stayed,0.263813924923953,Low,Frequent business travel; Income below workforce median
EMP-0850,43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,Left,0.8886439889812736,High,Low environment satisfaction; Low work-life balance; No stock options
EMP-0851,32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,Stayed,0.26191987170967596,Low,Low job satisfaction; Income below workforce median
EMP-0852,56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,Stayed,0.07322517030379594,Low,Low job satisfaction; Long period since promotion
EMP-0853,29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,Stayed,0.0730298251758989,Low,Low environment satisfaction; Income below workforce median
EMP-0854,19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,Stayed,0.4917620278542102,Medium,Low job satisfaction; No stock options; Income below workforce median
EMP-0855,45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Stayed,0.4049601530933047,Medium,Works overtime; Low environment satisfaction; Low work-life balance; Income below workforce median
EMP-0856,37,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,Stayed,0.02027305859798536,Low,Low work-life balance
EMP-0857,20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,Stayed,0.8918027459797842,High,Low environment satisfaction; Low work-life balance; No stock options; Income below workforce median
EMP-0858,44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,Left,0.3001268091863985,Medium,Works overtime; No stock options; Income below workforce median
EMP-0859,53,0,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,Stayed,0.00909368222473774,Low,Long period since promotion
EMP-0860,29,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,Stayed,0.5973458965336432,Medium,Works overtime; Low environment satisfaction; Low work-life balance; Long distance from home
EMP-0861,22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,Left,0.7850359233405424,High,Works overtime; Frequent business travel; Income below workforce median
EMP-0862,46,0,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,Stayed,0.6238568365903464,High,Low job satisfaction; Long period since promotion; No stock options
EMP-0863,44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,Stayed,0.11136256406735938,Low,Long distance from home; No stock options; Income below workforce median
EMP-0864,33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,Stayed,0.25874112531657634,Low,Low environment satisfaction; Income below workforce median
EMP-0865,41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,Left,0.49221533618968855,Medium,Low job satisfaction; Low environment satisfaction; Low work-life balance; Income below workforce median
EMP-0866,30,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,Stayed,0.33604983337534894,Medium,Low job satisfaction; Long distance from home; Income below workforce median
EMP-0867,40,0,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,Stayed,0.3738759881437353,Medium,Low job satisfaction; Low environment satisfaction; Frequent business travel; Income below workforce median
EMP-0868,50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,Stayed,0.01585527199733571,Low,Low job satisfaction; Frequent business travel
EMP-0869,28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,Stayed,0.26873680546342865,Low,Low job satisfaction; Long distance from home; Income below workforce median
EMP-0870,46,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,Stayed,0.026989029861527673,Low,Low job satisfaction; Long distance from home
EMP-0871,35,0,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,Stayed,0.1357250554429098,Low,Works overtime; Low job satisfaction; Long distance from home
EMP-0872,24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,Left,0.784799929914149,High,Low job satisfaction; Low work-life balance; Long distance from home; Income below workforce median
EMP-0873,33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,Stayed,0.6281587358473384,High,Low environment satisfaction; Low work-life balance; Frequent business travel; Long distance from home
EMP-0874,36,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,Stayed,0.16344472082385242,Low,Income below workforce median
EMP-0875,30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,Stayed,0.23570668358979543,Low,Low work-life balance; Long period since promotion; Income below workforce median
EMP-0876,44,0,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,Stayed,0.06621657742250084,Low,Long period since promotion; Long distance from home; No stock options; Income below workforce median
EMP-0877,20,0,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,Stayed,0.6038434190370932,High,Long distance from home; No stock options; Income below workforce median
EMP-0878,46,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,Stayed,0.05697627432630946,Low,Low work-life balance
EMP-0879,42,0,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,Stayed,0.08080816217097783,Low,Low job satisfaction
EMP-0880,60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,Stayed,0.10296053757477852,Low,Works overtime; Low environment satisfaction
EMP-0881,32,0,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,Stayed,0.6800818321297939,High,Low job satisfaction; Frequent business travel; Income below workforce median
EMP-0882,32,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,Stayed,0.3225660759540565,Medium,Works overtime; Frequent business travel; No stock options
EMP-0883,36,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,Stayed,0.6915262387885672,High,Works overtime; Low job satisfaction; Long period since promotion
EMP-0884,33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,Stayed,0.05673880356957004,Low,Low environment satisfaction; Long period since promotion; Income below workforce median
EMP-0885,40,0,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,Stayed,0.8483089893324794,High,Low job satisfaction; Low environment satisfaction
EMP-0886,25,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,Stayed,0.2512746330163988,Low,No stock options
EMP-0887,30,0,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,Stayed,0.146101305074571,Low,Works overtime; Low job satisfaction; Long period since promotion; Income below workforce median
EMP-0888,42,0,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,Stayed,0.6009620013005156,High,Works overtime; Low job satisfaction; Low environment satisfaction; Frequent business travel
EMP-0889,35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,Stayed,0.2893760420896405,Low,Works overtime; Low work-life balance; Long period since promotion
EMP-0890,27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,Stayed,0.507403566992315,Medium,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance
EMP-0891,54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,Stayed,0.05849672419341532,Low,Low work-life balance; Frequent business travel
EMP-0892,44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,Stayed,0.027218253998496863,Low,Low environment satisfaction; Long period since promotion; Income below workforce median
EMP-0893,19,1,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,Left,0.7971286008151933,High,Works overtime; Low job satisfaction; Low environment satisfaction; No stock options
EMP-0894,29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,Stayed,0.06347942282892008,Low,Low environment satisfaction; Income below workforce median
EMP-0895,54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,Stayed,0.0013348216462051473,Low,No stock options
EMP-0896,31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,Stayed,0.5703055436900629,Medium,Works overtime; Low job satisfaction; Low work-life balance; No stock options
EMP-0897,31,0,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,Stayed,0.13707524223790743,Low,Low job satisfaction; Long distance from home; No stock options
EMP-0898,59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,Stayed,0.12075840637128427,Low,No stock options
EMP-0899,43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,Stayed,0.009776417093828005,Low,No prominent rule-based indicators
EMP-0900,49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,Stayed,0.08095593746728369,Low,Low environment satisfaction
EMP-0901,36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,Stayed,0.2177159984953942,Low,Low job satisfaction; Low work-life balance; Frequent business travel; No stock options
EMP-0902,48,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,Stayed,0.4275472423722125,Medium,Low job satisfaction; Low work-life balance; No stock options; Income below workforce median
EMP-0903,27,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,Stayed,0.06772618284667054,Low,Low environment satisfaction; Income below workforce median
EMP-0904,29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,Stayed,0.25595357071608577,Low,Works overtime
EMP-0905,48,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,Stayed,0.021362254047282345,Low,No stock options
EMP-0906,29,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,Stayed,0.02818364779011319,Low,Low work-life balance
EMP-0907,34,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,Stayed,0.1975039282817334,Low,Low work-life balance; Long distance from home; No stock options; Income below workforce median
EMP-0908,44,0,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10,Stayed,0.1743194604243876,Low,Low job satisfaction; Low environment satisfaction
EMP-0909,33,0,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,Stayed,0.12106481803079122,Low,Works overtime
EMP-0910,19,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1,Stayed,0.8805520536295358,High,Works overtime; Low environment satisfaction; Long distance from home; No stock options
EMP-0911,23,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1,Stayed,0.09400960770352572,Low,Income below workforce median
EMP-0912,25,1,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,0,1,0,Left,0.9757776747404199,High,Works overtime; Frequent business travel; Long distance from home; No stock options
EMP-0913,26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2,Stayed,0.48928347639271547,Medium,Works overtime; Low work-life balance; No stock options; Income below workforce median
EMP-0914,45,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Yes,16,3,1,0,26,2,3,24,10,1,11,Left,0.6032975137348994,High,Works overtime; Low job satisfaction; Low environment satisfaction; No stock options
EMP-0915,55,0,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0,Stayed,0.368021369583633,Medium,Works overtime; Low job satisfaction; Long period since promotion
EMP-0916,21,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,2625,25308,1,No,20,4,3,0,2,2,1,2,2,2,2,Left,0.9555819555728189,High,Low environment satisfaction; Low work-life balance; Frequent business travel; No stock options
EMP-0917,46,0,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8,Stayed,0.0679955138993598,Low,Low job satisfaction
EMP-0918,34,0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2,Stayed,0.8279538905209406,High,Works overtime; Low job satisfaction; No stock options; Income below workforce median
EMP-0919,51,0,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Yes,24,4,1,1,31,5,2,29,10,11,10,Stayed,0.73032440018788,High,Works overtime; Low job satisfaction; Low work-life balance; Long period since promotion
EMP-0920,59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4,Stayed,0.035955148840593296,Low,Low work-life balance; Long period since promotion; Long distance from home; No stock options
EMP-0921,34,0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10,Stayed,0.4763008659277678,Medium,Low job satisfaction; Long period since promotion; Frequent business travel; Long distance from home
EMP-0922,28,0,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2,Stayed,0.8112387322251047,High,Works overtime; Low work-life balance; Frequent business travel; No stock options
EMP-0923,44,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,No,14,3,4,2,26,4,2,25,9,14,13,Stayed,0.042669056446801634,Low,Low job satisfaction; Low work-life balance; Long period since promotion
EMP-0924,34,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4490,21833,4,No,11,3,4,2,14,5,4,10,9,1,8,Stayed,0.11267764235575367,Low,Low job satisfaction; Frequent business travel; Income below workforce median
EMP-0925,35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2,Stayed,0.35062235498476824,Medium,Works overtime; No stock options; Income below workforce median
EMP-0926,42,0,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0,Stayed,0.6033082163039927,High,Works overtime; Low job satisfaction; Low environment satisfaction; No stock options
EMP-0927,43,0,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17,Stayed,0.1719049678052718,Low,Long period since promotion; No stock options
EMP-0928,36,0,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12,Stayed,0.47004803943652684,Medium,Works overtime; Low job satisfaction; Long period since promotion; No stock options
